target_id,modality,feature,effect_size,q_value,n_target,n_rest
5V_CORE01,wsi,embedding_0238,0.38579117,0.23969713,17,52
5V_CORE01,wsi,embedding_0239,0.72903451,0.02421708,17,52
5V_CORE01,wsi,embedding_0240,0.14456874,0.68624184,17,52
5V_CORE01,wsi,embedding_0241,-0.13206572,0.7786475,17,52
5V_CORE01,wsi,embedding_0242,-0.93854402,0.02617901,17,52
5V_CORE01,wsi,embedding_0243,0.11423741,0.88561035,17,52
5V_CORE01,wsi,embedding_0244,-0.09927768,0.73415933,17,52
5V_CORE01,wsi,embedding_0245,0.20603855,0.11104194,17,52
5V_CORE01,wsi,embedding_0246,-0.51294096,0.11843568,17,52
5V_CORE01,wsi,embedding_0247,-0.63628704,0.06876686,17,52
5V_CORE01,wsi,embedding_0248,0.95540745,0.00607737,17,52
5V_CORE01,wsi,embedding_0249,0.62901602,0.02481771,17,52
5V_CORE01,wsi,embedding_0250,0.8370214,0.00922221,17,52
5V_CORE01,wsi,embedding_0251,-0.66825268,0.01354148,17,52
5V_CORE01,wsi,embedding_0252,-0.47064215,0.22101188,17,52
5V_CORE01,wsi,embedding_0253,0.31177855,0.04889344,17,52
5V_CORE01,wsi,embedding_0254,0.21525059,0.71072235,17,52
5V_CORE01,wsi,embedding_0255,0.67609623,0.07720084,17,52
5V_CORE01,wsi,embedding_0256,0.52975231,0.17645689,17,52
5V_CORE01,wsi,embedding_0257,-0.70477193,0.02617901,17,52
5V_CORE01,wsi,embedding_0258,-0.47161313,0.23022216,17,52
5V_CORE01,wsi,embedding_0259,-0.81707097,0.01301541,17,52
5V_CORE01,wsi,embedding_0260,-0.05143447,0.53691784,17,52
5V_CORE01,wsi,embedding_0261,0.07543748,0.8549906,17,52
5V_CORE01,wsi,embedding_0262,-0.2086645,0.58605101,17,52
5V_CORE01,wsi,embedding_0263,-0.5587994,0.10866757,17,52
5V_CORE01,wsi,embedding_0264,0.45610294,0.10017564,17,52
5V_CORE01,wsi,embedding_0265,-0.03648082,0.94639308,17,52
5V_CORE01,wsi,embedding_0266,0.32826856,0.36033324,17,52
5V_CORE01,wsi,embedding_0267,0.22429107,0.6922415,17,52
5V_CORE01,wsi,embedding_0268,-1.26434116,0.00107538,17,52
5V_CORE01,wsi,embedding_0269,-0.3791489,0.25047046,17,52
5V_CORE01,wsi,embedding_0270,-0.13473804,0.66187783,17,52
5V_CORE01,wsi,embedding_0271,-0.37897116,0.23022216,17,52
5V_CORE01,wsi,embedding_0272,0.18364215,0.78678277,17,52
5V_CORE01,wsi,embedding_0273,-0.60331089,0.07330968,17,52
5V_CORE01,wsi,embedding_0274,0.00871805,0.74011064,17,52
5V_CORE01,wsi,embedding_0275,0.35895799,0.27772885,17,52
5V_CORE01,wsi,embedding_0276,0.97674153,0.00233843,17,52
5V_CORE01,wsi,embedding_0277,0.66483373,0.0359754,17,52
5V_CORE01,wsi,embedding_0278,0.18807051,0.52934079,17,52
5V_CORE01,wsi,embedding_0279,-0.58344644,0.14029789,17,52
5V_CORE01,wsi,embedding_0280,0.1520011,0.95396148,17,52
5V_CORE01,wsi,embedding_0281,0.25160407,0.58605101,17,52
5V_CORE01,wsi,embedding_0282,0.23787419,0.62965098,17,52
5V_CORE01,wsi,embedding_0283,0.48414596,0.06484786,17,52
5V_CORE01,wsi,embedding_0284,0.23062137,0.25047046,17,52
5V_CORE01,wsi,embedding_0285,-1.07762302,0.00296651,17,52
5V_CORE01,wsi,embedding_0286,-0.56193567,0.14029789,17,52
5V_CORE01,wsi,embedding_0287,-0.36726875,0.19452312,17,52
5V_CORE01,wsi,embedding_0288,0.09472564,0.92721128,17,52
5V_CORE01,wsi,embedding_0289,-0.55405212,0.04212652,17,52
5V_CORE01,wsi,embedding_0290,1.30797357,0.00104719,17,52
5V_CORE01,wsi,embedding_0291,-0.46312146,0.09559363,17,52
5V_CORE01,wsi,embedding_0292,0.85722062,0.00272148,17,52
5V_CORE01,wsi,embedding_0293,-0.80999082,0.0018668,17,52
5V_CORE01,wsi,embedding_0294,0.19349905,0.559885,17,52
5V_CORE01,wsi,embedding_0295,-0.54668585,0.14029789,17,52
5V_CORE01,wsi,embedding_0296,-0.92931553,0.00743872,17,52
5V_CORE01,wsi,embedding_0297,-0.691757,0.0190699,17,52
5V_CORE01,wsi,embedding_0298,0.67930967,0.03121405,17,52
5V_CORE01,wsi,embedding_0299,1.48197616,0.0007485,17,52
5V_CORE01,wsi,embedding_0300,-1.31811474,0.00104719,17,52
5V_CORE01,wsi,embedding_0301,0.42851955,0.23969713,17,52
5V_CORE01,wsi,embedding_0302,0.67492219,0.02086594,17,52
5V_CORE01,wsi,embedding_0303,-0.19798138,0.4099932,17,52
5V_CORE01,wsi,embedding_0304,-0.31544975,0.46949019,17,52
5V_CORE01,wsi,embedding_0305,-0.19698812,0.30994402,17,52
5V_CORE01,wsi,embedding_0306,0.34371357,0.32146775,17,52
5V_CORE01,wsi,embedding_0307,-0.78790219,0.01301541,17,52
5V_CORE01,wsi,embedding_0308,-0.67927828,0.02272333,17,52
5V_CORE01,wsi,embedding_0309,0.21432749,0.5209193,17,52
5V_CORE01,wsi,embedding_0310,1.06637641,0.00399987,17,52
5V_CORE01,wsi,embedding_0311,0.08264972,0.73415933,17,52
5V_CORE01,wsi,embedding_0312,-0.80177763,0.00517447,17,52
5V_CORE01,wsi,embedding_0313,0.74199189,0.03942413,17,52
5V_CORE01,wsi,embedding_0314,0.26453109,0.5209193,17,52
5V_CORE01,wsi,embedding_0315,0.58169332,0.04515827,17,52
5V_CORE01,wsi,embedding_0316,0.58983382,0.04993372,17,52
5V_CORE01,wsi,embedding_0317,0.84501809,0.00503572,17,52
5V_CORE01,wsi,embedding_0318,-0.50958451,0.07330968,17,52
5V_CORE01,wsi,embedding_0319,0.13713817,0.37436389,17,52
5V_CORE01,wsi,embedding_0320,-1.04804834,0.00165239,17,52
5V_CORE01,wsi,embedding_0321,0.6958144,0.03713849,17,52
5V_CORE01,wsi,embedding_0322,0.79798589,0.01499506,17,52
5V_CORE01,wsi,embedding_0323,1.13319413,0.00141269,17,52
5V_CORE01,wsi,embedding_0324,-0.46651934,0.09772997,17,52
5V_CORE01,wsi,embedding_0325,-0.5379827,0.09559363,17,52
5V_CORE01,wsi,embedding_0326,-0.00420361,0.77278077,17,52
5V_CORE01,wsi,embedding_0327,-1.22414466,0.00165239,17,52
5V_CORE01,wsi,embedding_0328,-0.18460697,0.16479184,17,52
5V_CORE01,wsi,embedding_0329,0.10849927,0.97638266,17,52
5V_CORE01,wsi,embedding_0330,0.75282615,0.01029226,17,52
5V_CORE01,wsi,embedding_0331,0.70678866,0.03386928,17,52
5V_CORE01,wsi,embedding_0332,-0.20007734,0.7200031,17,52
5V_CORE01,wsi,embedding_0333,-0.78078474,0.03386928,17,52
5V_CORE01,wsi,embedding_0334,0.53332365,0.07720084,17,52
5V_CORE01,wsi,embedding_0335,0.4525066,0.09559363,17,52
5V_CORE01,wsi,embedding_0336,-0.20200047,0.81229495,17,52
5V_CORE01,wsi,embedding_0337,0.27047847,0.46315671,17,52
5V_CORE01,wsi,embedding_0338,-0.60254479,0.09772997,17,52
5V_CORE01,wsi,embedding_0339,0.26045099,0.47503016,17,52
5V_CORE01,wsi,embedding_0340,0.39391814,0.39379309,17,52
5V_CORE01,wsi,embedding_0341,0.884685,0.01115663,17,52
5V_CORE01,wsi,embedding_0342,1.11443662,0.00217103,17,52
5V_CORE01,wsi,embedding_0343,0.11790404,0.94639308,17,52
5V_CORE01,wsi,embedding_0344,-0.16094918,0.96639111,17,52
5V_CORE01,wsi,embedding_0345,-0.19440361,0.32146775,17,52
5V_CORE01,wsi,embedding_0346,0.47694374,0.04772198,17,52
5V_CORE01,wsi,embedding_0347,0.2897201,0.23969713,17,52
5V_CORE01,wsi,embedding_0348,0.14562009,0.9194581,17,52
5V_CORE01,wsi,embedding_0349,0.12087289,0.51431238,17,52
5V_CORE01,wsi,embedding_0350,-0.0566328,0.89349435,17,52
5V_CORE01,wsi,embedding_0351,0.790135,0.02218888,17,52
5V_CORE01,wsi,embedding_0352,0.70920426,0.0233791,17,52
5V_CORE01,wsi,embedding_0353,0.59841283,0.09559363,17,52
5V_CORE01,wsi,embedding_0354,0.12049257,0.75052812,17,52
5V_CORE01,wsi,embedding_0355,-0.89540833,0.01853697,17,52
5V_CORE01,wsi,embedding_0356,-1.03401656,0.00531874,17,52
5V_CORE01,wsi,embedding_0357,1.29123458,0.00169037,17,52
5V_CORE01,wsi,embedding_0358,-0.53181177,0.11316946,17,52
5V_CORE01,wsi,embedding_0359,-0.66697292,0.02421708,17,52
5V_CORE01,wsi,embedding_0360,-0.5132203,0.11316946,17,52
5V_CORE01,wsi,embedding_0361,-0.03500886,0.94639308,17,52
5V_CORE01,wsi,embedding_0362,-0.7127101,0.06876686,17,52
5V_CORE01,wsi,embedding_0363,-0.94241149,0.00590852,17,52
5V_CORE01,wsi,embedding_0364,0.52586742,0.11843568,17,52
5V_CORE01,wsi,embedding_0365,0.87501266,0.00170325,17,52
5V_CORE01,wsi,embedding_0366,-0.75685856,0.02218888,17,52
5V_CORE01,wsi,embedding_0367,-0.76625244,0.02575659,17,52
5V_CORE01,wsi,embedding_0368,-0.03305354,0.57822829,17,52
5V_CORE01,wsi,embedding_0369,-1.18666794,0.00110458,17,52
5V_CORE01,wsi,embedding_0370,-0.30535101,0.40480189,17,52
5V_CORE01,wsi,embedding_0371,0.3384356,0.367308,17,52
5V_CORE01,wsi,embedding_0372,0.70024961,0.02806533,17,52
5V_CORE01,wsi,embedding_0373,-0.59510858,0.08868383,17,52
5V_CORE01,wsi,embedding_0374,0.21816297,0.8697509,17,52
5V_CORE01,wsi,embedding_0375,-0.69256907,0.00625256,17,52
5V_CORE01,wsi,embedding_0376,-0.43167116,0.30367225,17,52
5V_CORE01,wsi,embedding_0377,0.32348734,0.0796668,17,52
5V_CORE01,wsi,embedding_0378,0.47384222,0.11843568,17,52
5V_CORE01,wsi,embedding_0379,1.15084618,0.00202617,17,52
5V_CORE01,wsi,embedding_0380,0.14746547,0.11104194,17,52
5V_CORE01,wsi,embedding_0381,-0.54969952,0.11316946,17,52
5V_CORE01,wsi,embedding_0382,-0.34348849,0.39964741,17,52
5V_CORE01,wsi,embedding_0383,0.66195271,0.02481771,17,52
5V_CORE01,wsi,embedding_0384,0.13089555,0.94639308,17,52
5V_CORE01,wsi,embedding_0385,-0.37875879,0.13393971,17,52
5V_CORE01,wsi,embedding_0386,0.16562486,0.84252326,17,52
5V_CORE01,wsi,embedding_0387,0.43885392,0.20769027,17,52
5V_CORE01,wsi,embedding_0388,-0.96337089,0.00607737,17,52
5V_CORE01,wsi,embedding_0389,-0.76108396,0.03069271,17,52
5V_CORE01,wsi,embedding_0390,0.54646975,0.14029789,17,52
5V_CORE01,wsi,embedding_0391,-0.85251156,0.00517447,17,52
5V_CORE01,wsi,embedding_0392,-0.43782021,0.21160621,17,52
5V_CORE01,wsi,embedding_0393,-0.0602284,0.6922415,17,52
5V_CORE01,wsi,embedding_0394,0.25335663,0.41597144,17,52
5V_CORE01,wsi,embedding_0395,1.31065601,0.00104719,17,52
5V_CORE01,wsi,embedding_0396,0.65366907,0.10662113,17,52
5V_CORE01,wsi,embedding_0397,1.30187693,0.00104719,17,52
5V_CORE01,wsi,embedding_0398,0.195203,0.76689351,17,52
5V_CORE01,wsi,embedding_0399,-0.26889083,0.42275201,17,52
5V_CORE01,wsi,embedding_0400,0.78616492,0.02421708,17,52
5V_CORE01,wsi,embedding_0401,0.90190543,0.0046123,17,52
5V_CORE01,wsi,embedding_0402,-0.20977459,0.62165115,17,52
5V_CORE01,wsi,embedding_0403,0.33505971,0.49859851,17,52
5V_CORE01,wsi,embedding_0404,-0.02715239,0.60474087,17,52
5V_CORE01,wsi,embedding_0405,-0.549901,0.08431392,17,52
5V_CORE01,wsi,embedding_0406,-0.51450519,0.1986965,17,52
5V_CORE01,wsi,embedding_0407,-0.53736197,0.14356419,17,52
5V_CORE01,wsi,embedding_0408,-0.31724927,0.41597144,17,52
5V_CORE01,wsi,embedding_0409,-0.53258425,0.11104194,17,52
5V_CORE01,wsi,embedding_0410,-0.55538925,0.16479184,17,52
5V_CORE01,wsi,embedding_0411,-0.53041226,0.09144576,17,52
5V_CORE01,wsi,embedding_0412,-1.49982763,0.0007485,17,52
5V_CORE01,wsi,embedding_0413,0.45395698,0.23969713,17,52
5V_CORE01,wsi,embedding_0414,-0.95252,0.00202617,17,52
5V_CORE01,wsi,embedding_0415,-0.43798305,0.05656102,17,52
5V_CORE01,wsi,embedding_0416,0.45940426,0.26616309,17,52
5V_CORE01,wsi,embedding_0417,0.25097014,0.13182082,17,52
5V_CORE01,wsi,embedding_0418,0.09601993,0.73415933,17,52
5V_CORE01,wsi,embedding_0419,1.27563529,0.00084096,17,52
5V_CORE01,wsi,embedding_0420,-0.50448248,0.11104194,17,52
5V_CORE01,wsi,embedding_0421,0.93262843,0.00503572,17,52
5V_CORE01,wsi,embedding_0422,-0.24473636,0.10866757,17,52
5V_CORE01,wsi,embedding_0423,0.25461595,0.23542109,17,52
5V_CORE01,wsi,embedding_0424,-0.20142494,0.6922415,17,52
5V_CORE01,wsi,embedding_0425,0.2054017,0.64366564,17,52
5V_CORE01,wsi,embedding_0426,0.94439815,0.00251979,17,52
5V_CORE01,wsi,embedding_0427,0.21091772,0.82275232,17,52
5V_CORE01,wsi,embedding_0428,-0.07260696,0.96639111,17,52
5V_CORE01,wsi,embedding_0429,0.69939905,0.02481771,17,52
5V_CORE01,wsi,embedding_0430,-0.27805983,0.3339021,17,52
5V_CORE01,wsi,embedding_0431,0.60649191,0.06130362,17,52
5V_CORE01,wsi,embedding_0432,-0.24336943,0.87769527,17,52
5V_CORE01,wsi,embedding_0433,-1.37585939,0.0007485,17,52
5V_CORE01,wsi,embedding_0434,0.38384627,0.23542109,17,52
5V_CORE01,wsi,embedding_0435,-0.17749653,0.50773585,17,52
5V_CORE01,wsi,embedding_0436,1.18290552,0.00189036,17,52
5V_CORE01,wsi,embedding_0437,0.60050756,0.04515827,17,52
5V_CORE01,wsi,embedding_0438,0.45908559,0.03713849,17,52
5V_CORE01,wsi,embedding_0439,0.02895583,0.81229495,17,52
5V_CORE01,wsi,embedding_0440,0.60590895,0.04772198,17,52
5V_CORE01,wsi,embedding_0441,-0.37040142,0.11316946,17,52
5V_CORE01,wsi,embedding_0442,1.08390806,0.00206639,17,52
5V_CORE01,wsi,embedding_0443,-0.4730307,0.15758889,17,52
5V_CORE01,wsi,embedding_0444,-0.86721829,0.01071653,17,52
5V_CORE01,wsi,embedding_0445,-0.59195606,0.04422235,17,52
5V_CORE01,wsi,embedding_0446,0.52694847,0.10866757,17,52
5V_CORE01,wsi,embedding_0447,-0.64256778,0.05470934,17,52
5V_CORE01,wsi,embedding_0448,-0.16054277,0.39379309,17,52
5V_CORE01,wsi,embedding_0449,-0.95448581,0.00465173,17,52
5V_CORE01,wsi,embedding_0450,-0.69967968,0.02272333,17,52
5V_CORE01,wsi,embedding_0451,0.42730071,0.19452312,17,52
5V_CORE01,wsi,embedding_0452,0.77653074,0.00590852,17,52
5V_CORE01,wsi,embedding_0453,-1.14303958,0.0046123,17,52
5V_CORE01,wsi,embedding_0454,-1.05188639,0.00503572,17,52
5V_CORE01,wsi,embedding_0455,-0.90020841,0.00517447,17,52
5V_CORE01,wsi,embedding_0456,-0.42622122,0.16925843,17,52
5V_CORE01,wsi,embedding_0457,0.92150046,0.00802715,17,52
5V_CORE01,wsi,embedding_0458,-0.74487138,0.0115452,17,52
5V_CORE01,wsi,embedding_0459,0.78542213,0.02218888,17,52
5V_CORE01,wsi,embedding_0460,-0.39018099,0.15407877,17,52
5V_CORE01,wsi,embedding_0461,0.23898656,0.6922415,17,52
5V_CORE01,wsi,embedding_0462,1.21681375,0.00206639,17,52
5V_CORE01,wsi,embedding_0463,0.42187851,0.14356419,17,52
5V_CORE01,wsi,embedding_0464,-0.61117205,0.04642423,17,52
5V_CORE01,wsi,embedding_0465,-0.62100979,0.02363374,17,52
5V_CORE01,wsi,embedding_0466,-0.62780186,0.0359754,17,52
5V_CORE01,wsi,embedding_0467,0.29214069,0.42275201,17,52
5V_CORE01,wsi,embedding_0468,0.20158562,0.8549906,17,52
5V_CORE01,wsi,embedding_0469,0.0764243,0.8549906,17,52
5V_CORE01,wsi,embedding_0470,0.96598568,0.00473629,17,52
5V_CORE01,wsi,embedding_0471,0.45101193,0.260505,17,52
5V_CORE01,wsi,embedding_0472,0.75360934,0.02899441,17,52
5V_CORE01,wsi,embedding_0473,0.75746821,0.01952372,17,52
5V_CORE01,wsi,embedding_0474,0.51674983,0.12812852,17,52
5V_CORE01,wsi,embedding_0475,0.16615777,0.37436389,17,52
5V_CORE01,wsi,embedding_0476,-0.07387767,0.80535404,17,52
5V_CORE01,wsi,embedding_0477,-0.32968737,0.46315671,17,52
5V_CORE01,wsi,embedding_0478,-0.92776475,0.00590852,17,52
5V_CORE01,wsi,embedding_0479,-0.11277221,0.62965098,17,52
5V_CORE01,wsi,embedding_0480,0.67418631,0.04422235,17,52
5V_CORE01,wsi,embedding_0481,-0.30411065,0.39379309,17,52
5V_CORE01,wsi,embedding_0482,-0.51295112,0.09375736,17,52
5V_CORE01,wsi,embedding_0483,-0.27548399,0.86177897,17,52
5V_CORE01,wsi,embedding_0484,-0.64234219,0.06130362,17,52
5V_CORE01,wsi,embedding_0485,-0.60800829,0.07501568,17,52
5V_CORE01,wsi,embedding_0486,1.35627788,0.00054272,17,52
5V_CORE01,wsi,embedding_0487,0.09011559,0.482267,17,52
5V_CORE01,wsi,embedding_0488,-0.9148884,0.00802715,17,52
5V_CORE01,wsi,embedding_0489,0.55739967,0.0359754,17,52
5V_CORE01,wsi,embedding_0490,-0.58942058,0.04515827,17,52
5V_CORE01,wsi,embedding_0491,0.08183807,0.96639111,17,52
5V_CORE01,wsi,embedding_0492,0.18608592,0.25598116,17,52
5V_CORE01,wsi,embedding_0493,-0.07900711,0.6922415,17,52
5V_CORE01,wsi,embedding_0494,-0.81181309,0.02363374,17,52
5V_CORE01,wsi,embedding_0495,0.63304206,0.01181026,17,52
5V_CORE01,wsi,embedding_0496,0.64075061,0.03121405,17,52
5V_CORE01,wsi,embedding_0497,0.78982975,0.0233791,17,52
5V_CORE01,wsi,embedding_0498,0.68054875,0.00494135,17,52
5V_CORE01,wsi,embedding_0499,0.24193839,0.39964741,17,52
5V_CORE01,wsi,embedding_0500,0.77936604,0.02363374,17,52
5V_CORE01,wsi,embedding_0501,0.30799539,0.29748417,17,52
5V_CORE01,wsi,embedding_0502,-0.21200372,0.74011064,17,52
5V_CORE01,wsi,embedding_0503,0.29908289,0.12451927,17,52
5V_CORE01,wsi,embedding_0504,-0.02072856,0.62165115,17,52
5V_CORE01,wsi,embedding_0505,0.47145646,0.18998918,17,52
5V_CORE01,wsi,embedding_0506,1.28603512,0.00104719,17,52
5V_CORE01,wsi,embedding_0507,0.1543168,0.64366564,17,52
5V_CORE01,wsi,embedding_0508,1.19095431,0.00104719,17,52
5V_CORE01,wsi,embedding_0509,0.00972727,0.96639111,17,52
5V_CORE01,wsi,embedding_0510,-0.77934735,0.0233791,17,52
5V_CORE01,wsi,embedding_0511,-0.67780392,0.04993372,17,52
5V_CORE01,wsi,embedding_0512,0.61343029,0.05986857,17,52
5V_CORE01,wsi,embedding_0513,-0.64665068,0.06484786,17,52
5V_CORE01,wsi,embedding_0514,0.44305464,0.10017564,17,52
5V_CORE01,wsi,embedding_0515,-0.20345865,0.81229495,17,52
5V_CORE01,wsi,embedding_0516,-0.30960122,0.40480189,17,52
5V_CORE01,wsi,embedding_0517,-0.0582164,0.8549906,17,52
5V_CORE01,wsi,embedding_0518,0.56752644,0.03121405,17,52
5V_CORE01,wsi,embedding_0519,-0.74976173,0.02617901,17,52
5V_CORE01,wsi,embedding_0520,-0.67319898,0.04422235,17,52
5V_CORE01,wsi,embedding_0521,-0.43561924,0.13742345,17,52
5V_CORE01,wsi,embedding_0522,-0.95215039,0.00251979,17,52
5V_CORE01,wsi,embedding_0523,0.6471352,0.05307592,17,52
5V_CORE01,wsi,embedding_0524,0.05103961,0.8549906,17,52
5V_CORE01,wsi,embedding_0525,0.88485426,0.0115452,17,52
5V_CORE01,wsi,embedding_0526,0.55611811,0.15407877,17,52
5V_CORE01,wsi,embedding_0527,-1.23702829,0.00104719,17,52
5V_CORE01,wsi,embedding_0528,-0.02071112,0.56949452,17,52
5V_CORE01,wsi,embedding_0529,-1.00130236,0.00202617,17,52
5V_CORE01,wsi,embedding_0530,-1.23343947,0.0011224,17,52
5V_CORE01,wsi,embedding_0531,-0.03290102,0.80535404,17,52
5V_CORE01,wsi,embedding_0532,0.93867026,0.01215347,17,52
5V_CORE01,wsi,embedding_0533,0.07321688,0.96276732,17,52
5V_CORE01,wsi,embedding_0534,-0.34147457,0.4099932,17,52
5V_CORE01,wsi,embedding_0535,-1.00454136,0.00607737,17,52
5V_CORE01,wsi,embedding_0536,-0.61662349,0.0359754,17,52
5V_CORE01,wsi,embedding_0537,-0.18493641,0.75871212,17,52
5V_CORE01,wsi,embedding_0538,-1.03330339,0.00320168,17,52
5V_CORE01,wsi,embedding_0539,0.28868034,0.15407877,17,52
5V_CORE01,wsi,embedding_0540,0.52898241,0.05470934,17,52
5V_CORE01,wsi,embedding_0541,0.75054733,0.02086594,17,52
5V_CORE01,wsi,embedding_0542,-0.05443095,0.99834429,17,52
5V_CORE01,wsi,embedding_0543,-0.06273161,0.8697509,17,52
5V_CORE01,wsi,embedding_0544,-0.01266214,0.71072235,17,52
5V_CORE01,wsi,embedding_0545,-0.85003363,0.00713615,17,52
5V_CORE01,wsi,embedding_0546,-0.69746718,0.04316141,17,52
5V_CORE01,wsi,embedding_0547,-0.55733935,0.05986857,17,52
5V_CORE01,wsi,embedding_0548,-0.18129118,0.79606562,17,52
5V_CORE01,wsi,embedding_0549,1.00133603,0.00531874,17,52
5V_CORE01,wsi,embedding_0550,0.02232208,0.59585294,17,52
5V_CORE01,wsi,embedding_0551,-0.18703756,0.65275242,17,52
5V_CORE01,wsi,embedding_0552,0.38806506,0.09772997,17,52
5V_CORE01,wsi,embedding_0553,-0.12364359,0.98977849,17,52
5V_CORE01,wsi,embedding_0554,0.21074386,0.55219124,17,52
5V_CORE01,wsi,embedding_0555,0.2209211,0.38798518,17,52
5V_CORE01,wsi,embedding_0556,0.49264843,0.08431392,17,52
5V_CORE01,wsi,embedding_0557,0.72052085,0.04212652,17,52
5V_CORE01,wsi,embedding_0558,0.1529837,0.9194581,17,52
5V_CORE01,wsi,embedding_0559,0.16969132,0.7200031,17,52
5V_CORE01,wsi,embedding_0560,-0.02034131,0.94639308,17,52
5V_CORE01,wsi,embedding_0561,-0.65655466,0.05986857,17,52
5V_CORE01,wsi,embedding_0562,-0.32041061,0.21160621,17,52
5V_CORE01,wsi,embedding_0563,1.12460781,0.00170325,17,52
5V_CORE01,wsi,embedding_0564,0.3510227,0.35480461,17,52
5V_CORE01,wsi,embedding_0565,-0.44842007,0.10017564,17,52
5V_CORE01,wsi,embedding_0566,-0.54294888,0.04422235,17,52
5V_CORE01,wsi,embedding_0567,-0.14094836,0.70255205,17,52
5V_CORE01,wsi,embedding_0568,0.08069945,0.559885,17,52
5V_CORE01,wsi,embedding_0569,-0.09993866,0.51431238,17,52
5V_CORE01,wsi,embedding_0570,-0.27613242,0.40480189,17,52
5V_CORE01,wsi,embedding_0571,0.84989249,0.01853697,17,52
5V_CORE01,wsi,embedding_0572,-0.34955407,0.32796948,17,52
5V_CORE01,wsi,embedding_0573,0.30993728,0.22101188,17,52
5V_CORE01,wsi,embedding_0574,-0.28835561,0.11652005,17,52
5V_CORE01,wsi,embedding_0575,0.57997867,0.00902079,17,52
5V_CORE01,wsi,embedding_0576,-1.06881327,0.00104719,17,52
5V_CORE01,wsi,embedding_0577,0.20293408,0.43960942,17,52
5V_CORE01,wsi,embedding_0578,0.9037546,0.00554855,17,52
5V_CORE01,wsi,embedding_0579,0.0766752,0.83323265,17,52
5V_CORE01,wsi,embedding_0580,-0.07787776,0.77278077,17,52
5V_CORE01,wsi,embedding_0581,0.23196476,0.482267,17,52
5V_CORE01,wsi,embedding_0582,-0.23140312,0.29748417,17,52
5V_CORE01,wsi,embedding_0583,-0.17245674,0.78678277,17,52
5V_CORE01,wsi,embedding_0584,0.15523506,0.8549906,17,52
5V_CORE01,wsi,embedding_0585,-0.94881638,0.00590852,17,52
5V_CORE01,wsi,embedding_0586,-1.11820547,0.00215602,17,52
5V_CORE01,wsi,embedding_0587,0.51460408,0.04993372,17,52
5V_CORE01,wsi,embedding_0588,0.54570722,0.16078758,17,52
5V_CORE01,wsi,embedding_0589,-1.03345118,0.00244079,17,52
5V_CORE01,wsi,embedding_0590,0.00672164,0.77278077,17,52
5V_CORE01,wsi,embedding_0591,1.16130061,0.00104719,17,52
5V_CORE01,wsi,embedding_0592,-0.46031511,0.04889344,17,52
5V_CORE01,wsi,embedding_0593,-0.14461387,0.7786475,17,52
5V_CORE01,wsi,embedding_0594,0.55575299,0.05148434,17,52
5V_CORE01,wsi,embedding_0595,0.85194993,0.00104719,17,52
5V_CORE01,wsi,embedding_0596,-0.96214216,0.00625256,17,52
5V_CORE01,wsi,embedding_0597,-0.26965723,0.55219124,17,52
5V_CORE01,wsi,embedding_0598,-0.85178316,0.00775306,17,52
5V_CORE01,wsi,embedding_0599,0.06877273,0.7786475,17,52
5V_CORE01,wsi,embedding_0600,0.26143702,0.367308,17,52
5V_CORE01,wsi,embedding_0601,0.3821336,0.23022216,17,52
5V_CORE01,wsi,embedding_0602,-0.15917641,0.89349435,17,52
5V_CORE01,wsi,embedding_0603,1.00456483,0.00531874,17,52
5V_CORE01,wsi,embedding_0604,-0.80860944,0.00465173,17,52
5V_CORE01,wsi,embedding_0605,-0.27220791,0.53691784,17,52
5V_CORE01,wsi,embedding_0606,-0.88424007,0.00922221,17,52
5V_CORE01,wsi,embedding_0607,0.93539605,0.00217103,17,52
5V_CORE01,wsi,embedding_0608,-0.5576503,0.03291969,17,52
5V_CORE01,wsi,embedding_0609,0.96528409,0.00110458,17,52
5V_CORE01,wsi,embedding_0610,-0.35064478,0.32146775,17,52
5V_CORE01,wsi,embedding_0611,-0.08906851,0.79606562,17,52
5V_CORE01,wsi,embedding_0612,0.10971032,0.61367718,17,52
5V_CORE01,wsi,embedding_0613,0.37220614,0.17645689,17,52
5V_CORE01,wsi,embedding_0614,0.15739918,0.9374755,17,52
5V_CORE01,wsi,embedding_0615,-0.83738491,0.0100039,17,52
5V_CORE01,wsi,embedding_0616,0.49661717,0.18553373,17,52
5V_CORE01,wsi,embedding_0617,0.46719082,0.15758889,17,52
5V_CORE01,wsi,embedding_0618,-0.74578411,0.01659463,17,52
5V_CORE01,wsi,embedding_0619,-0.46391568,0.08868383,17,52
5V_CORE01,wsi,embedding_0620,0.428852,0.15134456,17,52
5V_CORE01,wsi,embedding_0621,0.26801982,0.49124924,17,52
5V_CORE01,wsi,embedding_0622,0.6272381,0.0359754,17,52
5V_CORE01,wsi,embedding_0623,0.52213245,0.08431392,17,52
5V_CORE01,wsi,embedding_0624,-1.18031145,0.00170325,17,52
5V_CORE01,wsi,embedding_0625,1.00684949,0.00431383,17,52
5V_CORE01,wsi,embedding_0626,0.35815393,0.3339021,17,52
5V_CORE01,wsi,embedding_0627,-0.69924264,0.04316141,17,52
5V_CORE01,wsi,embedding_0628,-0.46126182,0.17263275,17,52
5V_CORE01,wsi,embedding_0629,1.34216348,0.0007485,17,52
5V_CORE01,wsi,embedding_0630,-0.67844218,0.03386928,17,52
5V_CORE01,wsi,embedding_0631,0.01658376,0.74011064,17,52
